,num_cp,dim_h0_amb_1,dim_h0_amb_2,dim_h0_amb_3,dim_h0_amb_4,dim_h0_amb_5,dim_h0_amb_6,dim_h0_amb_7,dim_h0_amb_8,dim_h0_amb_9,dim_h0_amb_10,dim_h0_amb_11,dim_h0_amb_12,dim_h0_amb_13,dim_h0_amb_14,dim_h0_amb_15,dim_h0_amb_16,dim_h0_amb_17,dim_h0_amb_18,dim_cp_1,dim_cp_2,dim_cp_3,dim_cp_4,dim_cp_5,dim_cp_6,dim_cp_7,dim_cp_8,dim_cp_9,dim_cp_10,dim_cp_11,dim_cp_12,dim_cp_13,dim_cp_14,dim_cp_15
3762,8,6,24,12,6,6,6,8,8,8,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
3597,7,12,8,6,8,8,8,8,12,16,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
4711,7,6,4,6,4,6,9,15,15,15,15,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,0,0,0,0,0,0,0,0
1318,9,6,4,4,6,6,6,9,6,18,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
1863,8,6,6,6,6,12,12,9,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2343,8,4,4,6,4,4,12,4,24,30,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
2449,7,6,6,6,6,12,18,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
2136,8,6,4,4,12,8,8,24,6,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
1065,9,6,6,6,6,6,6,12,12,9,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
5868,7,6,4,4,4,4,6,15,45,15,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
7784,2,21,21,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
4227,7,24,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,0,0,0,0,0,0,0,0
2621,8,4,4,6,4,4,9,6,30,12,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
77,13,6,6,4,6,4,4,4,4,4,6,6,6,6,6,27,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,0,0
2898,8,6,6,6,6,6,18,9,9,9,9,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
6148,5,32,8,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
4820,6,6,18,6,18,9,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
1314,9,6,4,4,6,6,9,6,6,18,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
5947,6,6,8,16,6,8,36,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
7744,3,6,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
6858,5,12,12,12,12,24,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0
872,10,6,4,4,6,6,6,6,8,8,12,9,9,12,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
3850,7,6,10,6,6,6,10,20,9,15,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
5468,8,36,6,6,6,6,6,6,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
5951,6,6,8,6,24,18,8,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
7500,4,8,8,32,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0
2965,8,6,6,6,6,6,12,18,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
3391,6,18,6,6,6,9,18,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
5415,6,24,6,6,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
2560,7,6,8,6,8,12,12,12,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
7682,3,10,10,30,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2635,7,18,6,6,6,12,12,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
5256,6,6,6,27,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0
3530,7,16,6,12,8,8,12,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
375,11,4,4,4,4,4,6,9,6,6,9,6,27,9,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
1908,9,6,4,4,6,6,6,6,27,9,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
4429,6,18,6,6,6,12,12,12,12,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
6798,5,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0
6868,5,36,6,6,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
4027,8,6,6,4,4,4,4,54,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
6461,7,6,6,6,6,6,54,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
1604,9,4,4,4,6,6,6,8,18,12,12,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
1118,10,4,4,4,4,4,4,6,6,36,27,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
3677,7,6,6,6,12,8,12,9,12,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
3490,7,10,10,6,6,12,10,10,9,15,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
7626,5,6,4,4,12,12,18,56,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,0,0,0,0,0,0,0,0,0,0
6039,5,24,8,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0
2958,7,6,8,16,8,8,8,8,12,12,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
1994,10,4,4,4,4,4,6,9,6,24,8,12,12,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
7779,2,28,28,56,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6830,6,6,6,6,8,12,36,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2376,8,6,6,6,6,6,18,9,9,9,9,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
7184,4,30,6,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
1342,9,6,4,4,8,6,8,6,16,8,18,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
320,11,4,4,4,4,4,9,6,9,9,9,6,9,9,9,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0
1619,9,6,6,6,6,6,8,8,8,18,8,9,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
3713,8,6,4,4,18,6,6,6,27,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
7181,6,6,4,4,6,18,36,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
2060,9,6,4,4,8,18,6,6,8,16,8,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
2219,8,6,8,6,6,8,8,8,8,12,12,12,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,0,0,0,0,0,0,0
1673,8,6,4,4,6,12,12,9,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
6038,7,32,6,6,8,8,8,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
260,11,6,4,4,6,6,6,6,9,6,6,9,9,9,9,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0
6931,4,6,12,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0
2039,10,4,4,4,4,4,6,9,6,6,54,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
4785,6,16,6,6,9,9,12,12,12,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
901,10,6,4,4,6,6,12,6,6,8,8,12,12,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
3744,7,6,4,4,20,6,18,8,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6402,6,6,8,24,8,8,24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
2026,8,12,6,6,6,8,8,8,12,9,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
4234,7,16,12,6,6,6,8,12,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
1917,8,6,6,6,6,6,6,18,18,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1828,9,6,4,4,4,4,6,9,27,9,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
1573,8,6,8,6,8,12,12,8,8,9,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
4415,6,6,8,9,9,9,12,9,12,12,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,0,0,0,0,0,0,0,0,0
4749,6,18,6,6,8,12,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
6233,5,6,8,8,8,24,16,16,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0
6891,4,12,12,12,18,18,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0
4654,6,18,6,6,6,12,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
6283,6,6,4,4,8,48,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
4208,7,12,18,6,6,6,12,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
4627,6,18,6,6,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
224,11,6,6,4,4,4,6,4,8,24,6,6,8,8,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,0,0,0,0
723,11,6,6,4,4,6,4,4,4,9,9,6,27,6,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
7776,4,120,6,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
1141,9,6,4,4,8,6,6,6,8,12,18,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
5529,6,16,6,6,8,8,12,16,16,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
6469,6,6,6,6,12,36,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
5764,7,6,4,6,4,6,12,36,12,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
6999,5,6,4,4,30,30,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
5554,7,6,6,6,6,8,8,36,9,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
7440,4,10,10,12,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0
2762,7,12,6,6,12,8,8,12,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
846,10,4,4,4,18,6,6,6,6,9,6,18,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
4289,8,24,6,6,6,6,6,12,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
5560,6,6,10,6,6,20,15,15,15,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
5042,6,24,8,16,6,8,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
6117,6,6,6,6,6,10,30,15,15,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
2551,7,18,6,6,6,9,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
5725,6,6,6,6,6,36,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
2928,8,6,4,4,9,9,6,6,12,12,12,12,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,0,0,0,0,0,0,0
117,12,4,4,4,4,4,12,6,4,6,9,9,8,8,12,9,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,0,0,0
645,10,4,4,6,4,4,12,6,9,9,4,12,12,12,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
5966,6,6,6,6,12,8,30,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
3,15,6,4,4,6,4,9,6,6,4,6,6,4,4,6,6,6,9,6,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
4170,8,4,4,6,4,4,6,9,27,18,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
5851,6,6,10,6,10,15,9,15,15,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
467,11,4,4,4,4,4,6,6,9,6,6,27,9,9,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
5,15,6,6,4,6,4,6,4,6,4,6,4,6,4,6,6,6,6,6,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
5342,6,6,8,6,24,9,9,12,12,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
919,10,6,6,6,6,6,6,6,6,16,9,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
2595,7,12,6,6,9,9,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
4324,8,6,6,6,6,6,6,10,10,15,15,15,0,0,0,0,0,0,0,1,1,1,1,2,2,2,4,0,0,0,0,0,0,0
1063,9,6,6,6,6,6,6,12,12,9,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
2590,8,6,4,4,6,6,18,9,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
242,11,4,4,4,4,4,6,9,6,6,6,18,18,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
6839,5,6,10,6,30,15,15,15,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
1160,10,4,4,6,4,4,9,6,9,18,9,9,6,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
2870,9,4,4,4,24,6,6,6,6,27,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
3735,7,16,12,6,6,8,8,9,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
7175,5,24,6,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
2397,7,18,6,6,6,8,8,9,12,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
3517,8,6,10,20,6,6,6,10,10,10,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
3421,9,4,4,6,4,4,9,9,9,27,9,6,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
2563,7,6,6,6,6,18,9,9,9,9,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0
5622,6,8,10,8,10,16,10,10,20,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,0,0,0,0,0,0,0,0,0
1605,9,6,8,6,6,6,6,8,8,16,9,9,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
7562,5,6,10,6,10,15,45,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
2324,7,6,10,6,6,10,10,9,9,9,15,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,0,0,0,0,0,0,0,0
2709,8,4,4,4,6,8,8,12,12,12,12,16,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,0,0,0,0,0,0,0
6899,8,6,4,4,6,6,9,6,6,54,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1312,9,6,4,4,6,6,6,9,6,18,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
3448,6,6,6,6,18,9,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
3812,7,24,6,6,6,6,18,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
6085,8,4,4,4,4,4,12,6,60,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
7295,6,72,6,6,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
2362,7,4,4,4,8,8,36,12,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
1975,8,18,6,6,6,6,6,12,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
3514,9,6,4,4,6,6,6,6,36,9,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
1761,8,6,6,6,6,12,9,9,9,9,9,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
5401,5,12,8,8,12,12,16,16,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0
2739,8,6,6,6,6,6,16,8,9,12,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5637,7,24,6,6,6,6,18,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
7305,6,6,8,6,6,8,60,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2472,7,6,8,8,8,8,8,9,12,12,12,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0
4007,7,6,6,8,8,8,8,12,12,12,12,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0
4718,4,18,9,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0
6177,6,6,6,9,9,12,36,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
1493,9,6,6,6,6,6,8,8,12,8,9,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
4206,7,12,8,6,6,16,8,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
6371,6,6,4,6,9,6,12,30,12,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
2158,9,4,4,4,4,4,9,6,9,12,30,8,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
1169,9,6,6,6,6,6,6,9,9,9,9,9,9,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0
7089,5,36,6,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
232,11,4,4,4,4,4,12,6,4,9,8,18,8,12,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,0,0,0,0
66,14,4,4,6,4,4,6,6,4,4,6,6,9,9,9,6,4,9,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0
1603,9,6,6,6,6,6,6,8,12,8,12,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
6168,4,10,10,18,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0
3283,7,6,6,6,6,18,18,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
3596,7,12,8,6,6,6,6,20,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6288,5,24,6,6,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
4632,6,6,6,6,12,10,15,15,15,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
125,12,4,4,4,6,4,6,6,6,6,6,6,6,9,27,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
6229,5,6,8,18,24,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
5350,7,6,4,4,6,18,36,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
1296,9,4,4,4,6,6,6,6,36,9,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
1976,8,6,6,6,6,6,6,12,18,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
7090,5,6,10,12,10,10,45,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
7665,6,6,4,4,6,6,108,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
2075,9,4,4,4,6,6,9,6,12,27,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4580,7,6,6,6,6,24,8,9,12,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
5750,5,18,8,9,12,9,12,12,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
7407,4,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
3086,7,12,8,6,6,6,16,12,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6816,5,6,6,6,20,36,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
3345,6,12,12,9,9,9,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
7291,4,12,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
5870,5,12,8,24,9,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
6506,5,6,10,15,9,15,15,15,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
2797,10,6,4,4,4,4,6,6,6,6,54,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
918,9,4,4,4,16,8,8,8,8,8,12,12,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,0,0,0,0,0,0
1646,8,6,6,6,6,12,12,12,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
5122,7,6,4,4,8,48,16,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
5126,5,16,8,12,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
4978,7,6,4,6,4,6,36,12,12,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
5431,7,16,6,6,6,6,8,24,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
4621,7,6,6,6,6,10,10,9,15,15,15,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,0,0,0,0,0,0,0,0
364,12,6,6,4,6,4,4,4,4,4,6,6,6,36,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,0,0,0
3287,8,6,6,6,6,6,6,12,9,12,12,12,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,0,0,0,0,0,0,0
2125,9,4,4,4,6,6,6,6,18,27,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4123,6,18,6,6,6,18,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
4569,7,6,6,6,6,6,18,27,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
