,num_cp,dim_h0_amb_1,dim_h0_amb_2,dim_h0_amb_3,dim_h0_amb_4,dim_h0_amb_5,dim_h0_amb_6,dim_h0_amb_7,dim_h0_amb_8,dim_h0_amb_9,dim_h0_amb_10,dim_h0_amb_11,dim_h0_amb_12,dim_h0_amb_13,dim_h0_amb_14,dim_h0_amb_15,dim_h0_amb_16,dim_h0_amb_17,dim_h0_amb_18,dim_cp_1,dim_cp_2,dim_cp_3,dim_cp_4,dim_cp_5,dim_cp_6,dim_cp_7,dim_cp_8,dim_cp_9,dim_cp_10,dim_cp_11,dim_cp_12,dim_cp_13,dim_cp_14,dim_cp_15
285,11,4,4,4,4,4,9,6,4,6,9,18,18,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
7753,3,90,9,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
4524,7,24,6,6,6,9,9,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
6982,7,6,6,6,6,6,54,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
2332,8,6,4,4,8,16,6,8,12,18,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
2717,8,18,6,6,6,6,6,12,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2079,9,6,6,6,6,6,6,6,12,18,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3389,7,6,6,6,18,9,9,9,9,9,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0
722,10,4,4,4,4,4,12,9,6,8,12,12,12,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
951,9,4,4,4,6,6,6,18,18,9,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
6848,5,12,6,36,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
2262,8,16,12,6,6,8,8,8,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,0,0,0,0,0,0,0
989,10,6,4,4,6,4,6,6,6,6,27,9,9,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
3212,8,6,4,4,8,6,8,24,8,18,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
1759,9,4,4,4,4,4,6,9,18,27,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
6452,6,12,6,6,6,36,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
4422,6,18,6,6,18,9,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
5479,7,24,6,6,6,6,6,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
1724,8,6,6,6,6,6,18,9,9,9,9,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
5182,9,4,4,6,4,4,9,6,9,36,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
341,11,6,4,4,6,4,9,9,6,6,9,6,9,9,6,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0
3701,7,6,6,6,8,9,9,12,9,12,12,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,0,0,0,0,0,0,0,0
4243,7,6,4,4,20,8,8,8,12,16,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
688,10,4,4,6,4,4,9,9,6,9,9,9,9,9,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0
3432,7,6,6,6,6,9,9,12,12,12,12,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,0,0,0,0,0,0,0,0
5203,6,10,10,16,10,10,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0
4944,6,6,8,6,12,24,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
966,11,6,4,4,4,4,6,6,6,8,6,8,24,12,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,0,0,0,0
7406,5,10,10,60,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0
7095,6,6,6,6,6,18,54,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
2203,9,4,4,4,6,9,6,6,27,9,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
2713,8,4,4,4,6,9,8,8,12,18,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
4757,6,10,10,6,10,9,9,9,15,15,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,0,0,0,0,0,0,0,0,0
5098,5,8,8,8,20,20,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0
6916,6,6,4,4,8,8,12,40,16,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
7178,4,6,32,12,12,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0
6919,6,6,6,6,6,36,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
5280,7,6,4,4,8,6,24,12,24,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
5975,4,18,18,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0
3572,8,6,6,6,6,8,8,24,8,9,9,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
4805,6,8,8,8,8,9,12,12,12,12,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0
5299,5,18,6,6,10,15,15,15,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
1990,8,6,6,6,6,6,6,12,18,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
4120,6,18,6,6,18,9,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
4759,6,6,8,6,8,12,12,12,12,16,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0
6446,5,24,6,16,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
5298,6,6,8,8,8,12,12,12,16,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
6865,5,6,10,6,10,45,9,15,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
4971,6,18,6,6,8,24,8,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
7432,4,6,6,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0
5034,8,36,6,6,6,6,6,6,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
3600,8,4,4,4,8,6,6,27,12,12,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
7701,4,8,8,80,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0
7811,4,6,8,120,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
6476,6,6,8,6,48,8,9,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
385,11,4,4,6,4,4,9,6,6,9,9,6,18,6,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
6855,5,6,8,6,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
7163,5,6,4,4,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
536,11,6,4,4,4,4,6,6,6,6,6,36,9,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
6387,5,12,6,8,9,30,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
7319,4,6,12,18,18,18,21,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0
5032,8,4,4,4,54,6,6,9,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
4212,7,12,10,6,6,6,10,10,15,15,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
3507,10,4,4,4,4,4,6,54,6,6,9,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
201,12,6,4,4,4,4,6,6,6,6,9,9,6,9,9,9,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0
1332,9,18,6,6,6,6,6,6,6,9,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
3502,7,12,12,6,6,6,18,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
2708,8,6,8,6,6,8,8,8,8,9,12,16,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,0,0,0,0,0,0,0
6030,6,24,6,6,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
5031,8,36,6,6,6,6,6,6,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
4662,7,6,6,6,6,18,18,9,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
4021,8,6,4,4,6,6,6,24,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1854,8,6,6,6,6,12,12,9,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
7017,6,6,4,6,4,6,15,45,15,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
2872,7,12,8,6,12,8,8,9,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
3030,9,6,4,4,6,6,6,6,9,18,18,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
1205,10,4,4,4,4,4,9,6,6,8,8,24,12,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
1645,8,6,6,6,6,12,12,12,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
3417,8,4,4,6,4,4,12,6,12,24,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
3476,7,6,6,12,8,12,8,12,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
7330,4,12,12,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
2861,10,6,4,4,6,6,6,6,9,6,6,27,9,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
1792,8,6,4,4,8,6,6,12,12,18,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5526,5,16,8,8,20,8,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0
3797,8,18,6,6,6,6,6,6,18,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
3368,3,9,9,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
3367,3,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
3533,8,12,6,6,6,6,6,24,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
6890,4,12,10,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
5109,6,6,10,6,6,20,9,15,15,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
6024,6,6,10,12,6,10,30,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
3449,6,12,6,6,18,9,9,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
603,10,6,6,6,6,6,6,6,6,12,9,9,9,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
3056,8,12,18,6,6,6,6,6,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
6838,5,6,10,6,30,9,15,15,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,0,0,0,0,0,0,0,0,0,0
126,12,4,4,4,4,4,6,6,9,6,9,8,8,12,12,6,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,0,0,0
7696,3,12,40,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
3876,6,12,6,12,18,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
2935,7,6,6,6,8,9,9,9,12,12,12,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,0,0,0,0,0,0,0,0
5443,6,16,6,8,24,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
4451,7,18,8,6,6,6,8,16,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
3531,9,6,4,4,6,6,6,6,9,12,27,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
2730,8,6,6,6,6,6,12,18,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
827,10,4,4,4,6,6,6,9,8,8,24,8,9,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
1639,8,6,8,6,8,16,8,8,8,8,12,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,0,0,0,0,0,0,0
984,9,4,4,4,8,6,6,8,8,8,36,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
3281,7,6,6,6,6,6,18,18,9,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
7800,3,6,10,90,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2188,9,6,6,6,6,6,6,6,18,9,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
7227,7,4,4,6,4,4,12,6,60,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
2443,9,4,4,4,4,4,6,15,6,15,15,15,15,0,0,0,0,0,0,1,1,1,1,1,2,2,2,4,0,0,0,0,0,0
362,12,6,4,4,4,4,6,6,4,6,4,36,6,6,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,0,0,0
2349,7,6,6,6,6,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
345,11,4,4,6,4,4,6,6,4,4,6,6,36,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
814,10,6,4,4,4,4,6,6,6,18,18,9,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
6166,5,8,8,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0
4807,5,12,6,18,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
3205,8,6,4,4,6,6,12,18,18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
7570,5,80,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0
7537,6,6,4,4,6,9,108,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
5961,6,12,6,6,6,18,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
3325,9,4,4,6,4,4,9,4,9,27,18,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4106,6,6,6,8,8,12,12,12,12,16,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0
7024,5,6,8,12,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
2116,9,6,6,6,6,6,6,6,12,18,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
1834,8,6,4,4,8,6,8,12,12,18,9,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
793,11,4,4,6,4,4,9,6,4,9,9,6,18,9,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
7763,3,90,6,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2674,8,6,6,6,6,6,8,8,20,9,9,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
94,12,6,4,4,4,4,6,6,6,9,6,4,6,27,9,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
4225,8,4,4,4,16,6,6,8,12,24,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
3756,8,18,6,6,6,6,6,16,9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
2891,8,6,6,6,6,6,18,9,9,9,9,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
2371,8,6,4,4,6,6,27,9,9,9,9,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
6796,5,12,16,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0
6507,4,6,10,30,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0
6958,8,6,4,4,6,6,6,6,108,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
3228,7,6,8,6,12,8,9,9,12,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
6158,4,8,10,12,12,15,20,15,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0
6359,6,6,4,4,6,10,45,15,15,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
5996,6,6,6,6,8,36,9,12,12,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
6712,6,6,8,6,6,8,24,36,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
6997,4,24,24,9,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
6028,6,12,6,6,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
2853,9,6,6,6,6,6,6,8,8,8,18,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
7260,7,4,4,6,4,4,6,90,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
2912,8,6,6,6,6,6,8,9,9,12,12,12,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,0,0,0,0,0,0,0
1865,8,6,6,6,6,12,12,9,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
5754,5,24,8,9,9,9,12,12,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0
4612,7,6,6,6,6,6,6,15,15,15,15,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,0,0,0,0,0,0,0,0
1857,8,6,6,6,6,12,12,9,9,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2645,8,6,6,6,6,8,8,18,8,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
2243,8,6,4,4,6,16,18,8,8,12,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
5373,6,6,8,24,8,12,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
2336,9,4,4,4,4,4,6,12,12,8,12,16,16,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,0,0,0,0,0,0
950,9,6,6,6,6,6,6,12,12,9,9,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3068,8,6,6,12,6,6,6,18,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1120,9,4,4,4,4,4,12,6,6,36,12,12,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
2597,8,6,4,4,6,6,18,9,9,18,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2204,9,6,6,6,6,6,6,6,18,9,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
419,11,4,4,4,4,4,6,6,6,9,9,18,9,9,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
922,10,6,4,4,18,6,6,6,6,6,6,18,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
1254,9,6,4,4,9,6,9,9,6,9,18,6,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
477,11,6,4,4,6,6,6,6,6,6,6,18,9,9,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
2035,10,4,4,4,4,4,4,12,6,9,8,36,12,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
7221,5,6,8,6,8,12,40,16,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0
5788,6,6,4,6,9,8,12,16,16,16,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0
5742,5,18,8,12,9,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
5567,6,6,8,6,24,8,12,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
1202,9,6,4,4,6,6,6,18,6,9,18,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
6534,7,6,4,4,8,6,8,12,72,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
2626,10,4,4,6,4,4,6,6,6,9,6,36,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
5765,7,6,4,6,4,6,12,9,30,12,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
7549,3,18,18,18,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0
1970,8,6,6,6,6,6,6,12,18,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
3110,8,6,6,6,6,6,6,18,18,9,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
4018,6,6,8,8,10,8,10,12,15,15,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,0,0,0,0,0,0,0,0,0
2151,8,6,6,6,6,8,8,9,9,9,12,12,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,0,0,0,0,0,0,0
3687,8,4,4,6,4,4,9,9,30,8,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
4916,8,6,8,6,6,6,32,8,8,9,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
1997,11,4,4,4,4,4,6,9,6,6,9,9,6,27,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
4033,7,6,4,4,12,36,6,8,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
7691,3,9,54,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
3054,8,6,6,12,6,6,6,18,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1248,11,6,4,4,6,6,4,4,12,6,12,6,6,8,12,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,0,0,0,0
2192,9,6,4,4,6,6,6,6,27,9,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
2712,8,18,6,6,6,6,8,8,8,9,12,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
992,10,6,6,6,6,6,6,6,6,6,18,9,9,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
2190,9,6,4,4,6,6,6,6,27,9,9,9,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
4670,6,18,6,6,12,18,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
5142,6,6,4,4,8,8,30,16,16,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,0,0,0,0,0,0,0,0,0
5984,6,6,4,6,18,9,18,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
