,num_cp,dim_cp_1,dim_cp_2,dim_cp_3,dim_cp_4,dim_cp_5,dim_cp_6,dim_cp_7,dim_cp_8,dim_cp_9,dim_cp_10,dim_cp_11,dim_cp_12,dim_cp_13,dim_cp_14,dim_cp_15
5250,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
6365,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
378,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
3145,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5963,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
1672,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
3396,8,1,1,1,1,2,2,2,4,0,0,0,0,0,0,0
7451,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
2941,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
4355,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
1263,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
2157,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
2288,8,1,1,1,1,1,2,3,3,0,0,0,0,0,0,0
1322,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
6216,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
7783,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3527,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
4832,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
1352,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
3032,8,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
1922,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
4607,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6720,5,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0
1175,9,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0
3929,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
7731,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0
2825,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
5606,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
7399,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
4379,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
4287,7,1,1,1,1,1,2,4,0,0,0,0,0,0,0,0
547,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
5103,7,1,1,1,1,1,2,5,0,0,0,0,0,0,0,0
1480,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
6526,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
6095,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
172,12,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0
3481,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
6189,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
4913,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
6129,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
2750,8,1,1,1,1,2,2,2,4,0,0,0,0,0,0,0
5447,7,1,1,1,1,1,2,5,0,0,0,0,0,0,0,0
7840,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7820,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
5736,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
2614,8,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0
4174,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6525,4,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0
4970,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
1038,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
323,11,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0
3936,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
7170,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1569,9,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
893,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
2098,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
2223,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
324,11,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0
1215,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
7009,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
6125,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
7219,5,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
7141,5,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
4918,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
1129,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
5095,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
4923,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
2684,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
4024,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2107,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3837,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
208,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
5992,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
747,10,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0
2646,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
798,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
88,13,1,1,1,1,1,1,1,1,2,2,2,2,3,0,0
734,11,1,1,1,1,1,1,2,2,2,2,3,0,0,0,0
4209,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
2389,9,1,1,1,1,1,2,2,2,4,0,0,0,0,0,0
6676,5,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
1174,9,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0
1739,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
5087,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
1153,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
198,12,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0
2470,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3317,7,1,1,1,2,2,2,4,0,0,0,0,0,0,0,0
1097,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
548,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
5422,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
3181,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
4743,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
3135,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
7806,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7717,3,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0
6091,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
6421,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
4532,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
5773,5,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0
5284,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
5831,6,1,1,2,2,2,4,0,0,0,0,0,0,0,0,0
7159,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
6604,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
3605,8,1,1,1,1,2,2,2,4,0,0,0,0,0,0,0
937,10,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0
4522,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
2571,7,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0
7142,5,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0
3941,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
6412,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
4945,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
5987,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
6130,5,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
6829,5,1,1,2,2,5,0,0,0,0,0,0,0,0,0,0
5846,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
5435,8,1,1,1,1,1,1,2,3,0,0,0,0,0,0,0
3400,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
6679,5,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0
620,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
4471,8,1,1,1,1,1,2,3,3,0,0,0,0,0,0,0
7384,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
6857,5,1,1,1,2,5,0,0,0,0,0,0,0,0,0,0
1515,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
478,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
7586,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
6076,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
5639,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
1595,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
6021,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
5027,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
1033,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
3497,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
286,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
550,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
5888,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6583,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
2894,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
5409,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
4726,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
1335,9,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
6785,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
5251,5,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0
1578,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1790,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
4535,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
4031,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
2227,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5381,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
6378,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
3003,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2388,9,1,1,1,1,1,2,2,2,4,0,0,0,0,0,0
7424,4,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0
4775,7,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0
5556,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
4367,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
3590,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
6133,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
701,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
4727,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
4746,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
5434,6,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
4161,8,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
5904,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
3043,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
2264,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
5970,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
833,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
5528,6,1,1,1,2,2,4,0,0,0,0,0,0,0,0,0
1782,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
549,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
1020,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
248,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
6249,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
6069,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
296,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
1850,9,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
7677,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
5587,6,1,1,2,2,2,4,0,0,0,0,0,0,0,0,0
7844,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
100,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
4537,6,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0
2648,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
4215,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
6902,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
1623,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
532,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
6350,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
4880,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
4639,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
1370,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
7837,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
346,5,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
4577,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
2283,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1593,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
681,10,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0
5916,6,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0
4335,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
4672,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
6281,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
1862,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1465,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
5372,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
5668,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
4619,7,1,1,1,2,2,2,4,0,0,0,0,0,0,0,0
6554,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
2164,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
1181,10,1,1,1,1,1,2,2,2,2,3,0,0,0,0,0
1375,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
5517,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
7189,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
3767,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
7037,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
5953,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
7085,5,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0
3542,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
3053,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
6496,5,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0
84,13,1,1,1,1,1,1,1,1,2,2,2,2,3,0,0
5746,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
2699,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
3487,7,1,1,1,1,2,2,4,0,0,0,0,0,0,0,0
5185,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
2465,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
418,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
5385,7,1,1,1,1,2,2,5,0,0,0,0,0,0,0,0
7546,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0
3458,8,1,1,1,1,2,2,3,3,0,0,0,0,0,0,0
4999,7,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0
4866,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
2662,7,1,1,1,1,2,3,4,0,0,0,0,0,0,0,0
3434,7,1,1,2,2,2,2,3,0,0,0,0,0,0,0,0
7633,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0
3513,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
6465,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
5689,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
7395,6,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
2585,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
1149,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4428,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
4595,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
2812,9,1,1,1,1,1,2,2,2,4,0,0,0,0,0,0
6304,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
5938,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
7715,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0
5274,5,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0
7186,4,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0
1784,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
3095,7,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
2063,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
6298,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
5049,8,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
6044,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
3966,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2644,7,1,1,1,1,1,2,4,0,0,0,0,0,0,0,0
373,11,1,1,1,1,1,1,2,2,2,2,3,0,0,0,0
6338,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
5674,5,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
4857,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
2722,9,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
6056,6,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0
1839,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
1535,9,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
4988,6,1,1,2,2,2,3,0,0,0,0,0,0,0,0,0
4251,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
4273,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
1905,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
2868,8,1,1,1,1,1,2,3,3,0,0,0,0,0,0,0
4677,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
1393,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
812,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
3833,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
2126,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
6559,5,1,1,2,3,4,0,0,0,0,0,0,0,0,0,0
7652,4,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0
2771,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6364,4,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0
1758,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
1561,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
4279,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
4498,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
1533,9,1,1,1,1,2,2,2,2,3,0,0,0,0,0,0
921,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
322,11,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0
2818,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
2302,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
6073,5,1,1,1,2,5,0,0,0,0,0,0,0,0,0,0
6737,5,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0
2746,8,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0
2272,8,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0
4966,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
4376,7,1,1,1,2,2,3,3,0,0,0,0,0,0,0,0
231,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
2519,8,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0
1871,8,1,1,1,1,2,2,2,4,0,0,0,0,0,0,0
5318,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
1079,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
4897,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
1115,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
5891,7,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
6615,7,1,1,1,1,1,2,3,0,0,0,0,0,0,0,0
1467,10,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0
2815,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
3289,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
3491,7,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
5710,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
3779,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
1450,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
1965,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
1575,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
2080,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4834,7,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
3799,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
7441,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
7484,4,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0
1488,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
4974,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
3852,8,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
6853,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
6939,5,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0
4397,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
5666,6,1,1,1,2,2,5,0,0,0,0,0,0,0,0,0
265,11,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0
0,15,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
1451,10,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0
3475,6,1,1,1,1,4,4,0,0,0,0,0,0,0,0,0
6698,5,1,1,1,2,5,0,0,0,0,0,0,0,0,0,0
2795,7,1,1,1,1,2,3,3,0,0,0,0,0,0,0,0
7489,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
838,11,1,1,1,1,1,1,2,2,2,2,3,0,0,0,0
14,15,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
6951,4,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
4985,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
6586,6,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0
7298,5,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
8,15,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
3187,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
6811,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
2210,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
1039,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
2973,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
5922,6,1,1,1,1,3,4,0,0,0,0,0,0,0,0,0
3944,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
7409,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
4375,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
339,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
121,12,1,1,1,1,1,1,1,2,2,2,2,2,0,0,0
7234,5,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0
2692,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
1090,9,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0
4908,8,1,1,1,1,1,2,2,3,0,0,0,0,0,0,0
1372,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
5909,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
1317,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
622,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
1419,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
3892,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
7766,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2406,7,1,1,1,2,2,2,3,0,0,0,0,0,0,0,0
4439,6,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0
3692,7,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0
2029,9,1,1,1,1,1,1,2,2,3,0,0,0,0,0,0
4113,5,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
1410,9,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0
6199,7,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0
3143,8,1,1,1,1,2,2,2,3,0,0,0,0,0,0,0
889,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
5549,7,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0
7354,4,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
7377,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1934,10,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0
7732,5,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0
196,12,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0
6504,5,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0
7558,4,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0
415,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
1740,8,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0
7075,4,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0
5867,6,1,1,1,1,2,4,0,0,0,0,0,0,0,0,0
432,11,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0
5890,7,1,1,1,1,2,2,3,0,0,0,0,0,0,0,0
3007,8,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0
6494,4,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0
7838,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
3203,7,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0
1108,11,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0
5520,6,1,1,1,2,2,3,0,0,0,0,0,0,0,0,0
7674,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2191,9,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0
7658,5,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0
5202,8,1,1,1,1,1,2,2,4,0,0,0,0,0,0,0
6792,5,1,1,2,2,5,0,0,0,0,0,0,0,0,0,0
1195,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
2751,8,1,1,1,1,2,2,2,4,0,0,0,0,0,0,0
2338,9,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0
